index Pedidos|Parlamentar|Período|Pedido
2|André Ferreira|Março de 2015|COMPLEMENTO Nº: 170451-AF/2015 - R$ 3.149,93
3|André Ferreira|Março de 2015|COMPLEMENTO Nº: 803925-AF/2015 - R$ 229,00
4|André Ferreira|Março de 2015|COMPLEMENTO Nº: 511700-AF/2015 - R$ 5.119,10
1|André Ferreira|Abril de 2015|PEDIDO Nº: 628033-AF/2015 - R$ 11.630,60
1|André Ferreira|Maio de 2015|PEDIDO Nº: 153043-AF/2015 - R$ 10.616,50
2|André Ferreira|Maio de 2015|COMPLEMENTO Nº: 248049-AF/2015 - R$ 423,90
1|André Ferreira|Junho de 2015|PEDIDO Nº: 250749-AF/2015 - R$ 7.104,10
2|André Ferreira|Junho de 2015|COMPLEMENTO Nº: 206049-AF/2015 - R$ 5.407,50
1|André Ferreira|Julho de 2015|PEDIDO Nº: 929010-AF/2015 - R$ 10.526,60
2|André Ferreira|Julho de 2015|COMPLEMENTO Nº: 166837-AF/2015 - R$ 4.923,40
1|André Ferreira|Agosto de 2015|PEDIDO Nº: 349740-AF/2015 - R$ 10.526,60
2|André Ferreira|Agosto de 2015|COMPLEMENTO Nº: 958726-AF/2015 - R$ 4.923,40
1|André Ferreira|Setembro de 2015|PEDIDO Nº: 028210-AF/2015 - R$ 10.526,60
2|André Ferreira|Setembro de 2015|COMPLEMENTO Nº: 649090-AF/2015 - R$ 4.923,40
1|André Ferreira|Outubro de 2015|PEDIDO Nº: 439638-AF/2015 - R$ 15.450,00
1|André Ferreira|Novembro de 2015|PEDIDO Nº: 384488-AF/2015 - R$ 15.450,00
1|André Ferreira|Dezembro de 2015|PEDIDO Nº: 064241-AF/2015 - R$ 5.422,50
2|André Ferreira|Dezembro de 2015|COMPLEMENTO Nº: 463897-AF/2016 - R$ 10.027,50
1|André Ferreira|Janeiro de 2016|PEDIDO Nº: 196016-AF/2016 - R$ 10.526,60
2|André Ferreira|Janeiro de 2016|COMPLEMENTO Nº: 849642-AF/2016 - R$ 4.923,40
1|André Ferreira|Fevereiro de 2016|PEDIDO Nº: 639205-AF/2016 - R$ 10.526,60
2|André Ferreira|Fevereiro de 2016|COMPLEMENTO Nº: 912728-AF/2016 - R$ 4.923,40
1|André Ferreira|Março de 2016|PEDIDO Nº: 636066-AF/2016 - R$ 5.119,10
2|André Ferreira|Março de 2016|COMPLEMENTO Nº: 831565-AF/2016 - R$ 5.407,50
3|André Ferreira|Março de 2016|COMPLEMENTO Nº: 348946-AF/2016 - R$ 4.923,40
1|André Ferreira|Abril de 2016|PEDIDO Nº: 173256-AF/2016 - R$ 10.519,10
1|André Ferreira|Maio de 2016|PEDIDO Nº: 405746-AF/2016 - R$ 5.400,00
2|André Ferreira|Maio de 2016|COMPLEMENTO Nº: 105444-AF/2016 - R$ 5.119,10
1|André Ferreira|Junho de 2016|PEDIDO Nº: 531482-AF/2016 - R$ 10.519,10
2|André Ferreira|Junho de 2016|COMPLEMENTO Nº: 631291-AF/2016 - R$ 339,02
1|André Ferreira|Julho de 2016|PEDIDO Nº: 534709-AF/2016 - R$ 10.519,00
1|André Ferreira|Agosto de 2016|PEDIDO Nº: 035965-AF/2016 - R$ 10.519,00
1|André Ferreira|Setembro de 2016|PEDIDO Nº: 972365-AF/2016 - R$ 10.519,10
1|André Ferreira|Outubro de 2016|PEDIDO Nº: 047281-AF/2016 - R$ 5.400,00
2|André Ferreira|Outubro de 2016|COMPLEMENTO Nº: 986627-AF/2016 - R$ 10.050,00
1|André Ferreira|Novembro de 2016|PEDIDO Nº: 739941-AF/2016 - R$ 10.519,10
2|André Ferreira|Novembro de 2016|COMPLEMENTO Nº: 514292-AF/2016 - R$ 4.930,90
1|André Ferreira|Dezembro de 2016|PEDIDO Nº: 441442-AF/2016 - R$ 10.526,60
2|André Ferreira|Dezembro de 2016|COMPLEMENTO Nº: 590801-AF/2017 - R$ 4.923,40
1|André Ferreira|Janeiro de 2017|PEDIDO Nº: 256648-AF/2017 - R$ 10.042,50
2|André Ferreira|Janeiro de 2017|COMPLEMENTO Nº: 178457-AF/2017 - R$ 5.407,50
1|André Ferreira|Fevereiro de 2017|PEDIDO Nº: 530727-AF/2017 - R$ 5.407,50
2|André Ferreira|Fevereiro de 2017|COMPLEMENTO Nº: 176359-AF/2017 - R$ 10.042,50
1|André Ferreira|Março de 2017|PEDIDO Nº: 486051-AF/2017 - R$ 14.867,32
2|André Ferreira|Março de 2017|COMPLEMENTO Nº: 168424-AF/2017 - R$ 183,48
3|André Ferreira|Março de 2017|COMPLEMENTO Nº: 168861-AF/2017 - R$ 399,20
1|André Ferreira|Abril de 2017|PEDIDO Nº: 582580-AF/2017 - R$ 14.548,87
2|André Ferreira|Abril de 2017|COMPLEMENTO Nº: 724077-AF/2017 - R$ 661,58
3|André Ferreira|Abril de 2017|COMPLEMENTO Nº: 166879-AF/2017 - R$ 143,31
1|André Ferreira|Maio de 2017|PEDIDO Nº: 174614-AF/2017 - R$ 14.239,23
2|André Ferreira|Maio de 2017|COMPLEMENTO Nº: 820149-AF/2017 - R$ 63,83
3|André Ferreira|Maio de 2017|COMPLEMENTO Nº: 240832-AF/2017 - R$ 128,72
1|André Ferreira|Junho de 2017|PEDIDO Nº: 826082-AF/2017 - R$ 3.891,47
2|André Ferreira|Junho de 2017|COMPLEMENTO Nº: 242040-AF/2017 - R$ 128,72
3|André Ferreira|Junho de 2017|COMPLEMENTO Nº: 519529-AF/2017 - R$ 10.639,10
1|André Ferreira|Julho de 2017|PEDIDO Nº: 374434-AF/2017 - R$ 9.120,13
2|André Ferreira|Julho de 2017|COMPLEMENTO Nº: 695607-AF/2017 - R$ 5.119,10
3|André Ferreira|Julho de 2017|COMPLEMENTO Nº: 242767-AF/2017 - R$ 128,72
1|André Ferreira|Agosto de 2017|PEDIDO Nº: 863391-AF/2017 - R$ 14.589,31
2|André Ferreira|Agosto de 2017|COMPLEMENTO Nº: 246590-AF/2017 - R$ 128,72
1|André Ferreira|Setembro de 2017|PEDIDO Nº: 286517-AF/2017 - R$ 3.831,62
2|André Ferreira|Setembro de 2017|COMPLEMENTO Nº: 348496-AF/2017 - R$ 128,72
3|André Ferreira|Setembro de 2017|COMPLEMENTO Nº: 928987-AF/2017 - R$ 10.528,10
1|André Ferreira|Outubro de 2017|PEDIDO Nº: 621415-AF/2017 - R$ 3.720,13
2|André Ferreira|Outubro de 2017|COMPLEMENTO Nº: 221528-AF/2017 - R$ 5.400,00
3|André Ferreira|Outubro de 2017|COMPLEMENTO Nº: 341523-AF/2017 - R$ 5.354,37
1|André Ferreira|Novembro de 2017|PEDIDO Nº: 044196-AF/2017 - R$ 3.807,94
2|André Ferreira|Novembro de 2017|COMPLEMENTO Nº: 343065-AF/2017 - R$ 10.870,72
1|André Ferreira|Dezembro de 2017|PEDIDO Nº: 257493-AF/2017 - R$ 4,00
2|André Ferreira|Dezembro de 2017|COMPLEMENTO Nº: 903267-AF/2018 - R$ 14.239,23
1|André Ferreira|Janeiro de 2018|PEDIDO Nº: 630218-AF/2018 - R$ 13.569,37
2|André Ferreira|Janeiro de 2018|COMPLEMENTO Nº: 054835-AF/2018 - R$ 211,30
1|André Ferreira|Fevereiro de 2018|PEDIDO Nº: 053075-AF/2018 - R$ 9.136,94
2|André Ferreira|Fevereiro de 2018|COMPLEMENTO Nº: 862551-AF/2018 - R$ 5.400,00
1|André Ferreira|Março de 2018|PEDIDO Nº: 712746-AF/2018 - R$ 3.781,39
2|André Ferreira|Março de 2018|COMPLEMENTO Nº: 987990-AF/2018 - R$ 10.519,10
3|André Ferreira|Março de 2018|COMPLEMENTO Nº: 108565-AF/2018 - R$ 226,94
1|AndrÉ Ferreira|Abril de 2018|PEDIDO Nº: 19 - R$ 8.942,48
2|AndrÉ Ferreira|Abril de 2018|COMPLEMENTO Nº: 59 - R$ 5.614,41
1|AndrÉ Ferreira|Maio de 2018|PEDIDO Nº: 75 - R$ 10.038,94
2|AndrÉ Ferreira|Maio de 2018|COMPLEMENTO Nº: 129 - R$ 5.400,00
1|AndrÉ Ferreira|Junho de 2018|PEDIDO Nº: 162 - R$ 6.066,98
2|AndrÉ Ferreira|Junho de 2018|COMPLEMENTO Nº: 220 - R$ 8.604,77
1|AndrÉ Ferreira|Julho de 2018|PEDIDO Nº: 214 - R$ 14.331,82
2|AndrÉ Ferreira|Julho de 2018|COMPLEMENTO Nº: 397 - R$ 202,45
1|AndrÉ Ferreira|Agosto de 2018|PEDIDO Nº: 285 - R$ 13.327,99
2|AndrÉ Ferreira|Agosto de 2018|COMPLEMENTO Nº: 398 - R$ 205,21
1|AndrÉ Ferreira|Setembro de 2018|PEDIDO Nº: 355 - R$ -1.123,61
2|AndrÉ Ferreira|Setembro de 2018|COMPLEMENTO Nº: 396 - R$ 10.710,32
1|AndrÉ Ferreira|Outubro de 2018|PEDIDO Nº: 461 - R$ 14.942,38
1|Ângelo Ferreira|Janeiro de 2015|PEDIDO Nº: 236204-ÂF/2015 - R$ 9.542,97
2|Ângelo Ferreira|Janeiro de 2015|COMPLEMENTO Nº: 668224-ÂF/2015 - R$ 5.645,26
1|Ângelo Ferreira|Fevereiro de 2015|PEDIDO Nº: 846510-ÂF/2015 - R$ 9.419,74
2|Ângelo Ferreira|Fevereiro de 2015|COMPLEMENTO Nº: 774629-ÂF/2015 - R$ 6.000,00
1|Ângelo Ferreira|Março de 2015|PEDIDO Nº: 369601-ÂF/2015 - R$ 14.258,59
2|Ângelo Ferreira|Março de 2015|COMPLEMENTO Nº: 371492-ÂF/2015 - R$ 754,00
1|Ângelo Ferreira|Abril de 2015|PEDIDO Nº: 794332-ÂF/2015 - R$ 13.756,34
2|Ângelo Ferreira|Abril de 2015|COMPLEMENTO Nº: 445375-ÂF/2015 - R$ 560,47
1|Ângelo Ferreira|Maio de 2015|PEDIDO Nº: 308334-ÂF/2015 - R$ 8.989,56
2|Ângelo Ferreira|Maio de 2015|COMPLEMENTO Nº: 959838-ÂF/2015 - R$ 5.363,97
3|Ângelo Ferreira|Maio de 2015|COMPLEMENTO Nº: 366184-ÂF/2015 - R$ 600,00
1|Ângelo Ferreira|Junho de 2015|PEDIDO Nº: 801338-ÂF/2015 - R$ 10.027,97
2|Ângelo Ferreira|Junho de 2015|COMPLEMENTO Nº: 187437-ÂF/2015 - R$ 4.828,36
1|Ângelo Ferreira|Julho de 2015|PEDIDO Nº: 830111-ÂF/2015 - R$ 9.157,50
2|Ângelo Ferreira|Julho de 2015|COMPLEMENTO Nº: 619750-ÂF/2015 - R$ 5.532,60
1|Ângelo Ferreira|Agosto de 2015|PEDIDO Nº: 859190-ÂF/2015 - R$ 9.807,30
2|Ângelo Ferreira|Agosto de 2015|COMPLEMENTO Nº: 708235-ÂF/2015 - R$ 5.057,15
1|Ângelo Ferreira|Setembro de 2015|PEDIDO Nº: 273190-ÂF/2015 - R$ 9.765,10
2|Ângelo Ferreira|Setembro de 2015|COMPLEMENTO Nº: 778188-ÂF/2015 - R$ 5.408,10
1|Ângelo Ferreira|Outubro de 2015|PEDIDO Nº: 084130-ÂF/2015 - R$ 14.351,46
1|Ângelo Ferreira|Novembro de 2015|PEDIDO Nº: 085557-ÂF/2015 - R$ 15.114,78
1|Ângelo Ferreira|Dezembro de 2015|PEDIDO Nº: 089693-ÂF/2015 - R$ 108,77
2|Ângelo Ferreira|Dezembro de 2015|COMPLEMENTO Nº: 252512-ÂF/2016 - R$ 15.154,47
1|Ângelo Ferreira|Janeiro de 2016|PEDIDO Nº: 551418-ÂF/2016 - R$ 11.145,22
2|Ângelo Ferreira|Janeiro de 2016|COMPLEMENTO Nº: 850894-ÂF/2016 - R$ 4.304,78
1|Ângelo Ferreira|Fevereiro de 2016|PEDIDO Nº: 446527-ÂF/2016 - R$ 15.397,92
1|Ângelo Ferreira|Março de 2016|PEDIDO Nº: 865969-ÂF/2016 - R$ 6.670,38
2|Ângelo Ferreira|Março de 2016|COMPLEMENTO Nº: 391964-ÂF/2016 - R$ 8.779,62
1|Ângelo Ferreira|Abril de 2016|PEDIDO Nº: 887293-ÂF/2016 - R$ 10.827,50
2|Ângelo Ferreira|Abril de 2016|COMPLEMENTO Nº: 274683-ÂF/2016 - R$ 4.500,00
1|Ângelo Ferreira|Maio de 2016|PEDIDO Nº: 888721-ÂF/2016 - R$ 10.827,50
2|Ângelo Ferreira|Maio de 2016|COMPLEMENTO Nº: 274841-ÂF/2016 - R$ 4.500,00
3|Ângelo Ferreira|Maio de 2016|COMPLEMENTO Nº: 063706-ÂF/2016 - R$ 92,12
1|Ângelo Ferreira|Junho de 2016|PEDIDO Nº: 883858-ÂF/2016 - R$ 10.827,50
2|Ângelo Ferreira|Junho de 2016|COMPLEMENTO Nº: 975388-ÂF/2016 - R$ 4.500,00
3|Ângelo Ferreira|Junho de 2016|COMPLEMENTO Nº: 064054-ÂF/2016 - R$ 89,90
1|Ângelo Ferreira|Julho de 2016|PEDIDO Nº: 385552-ÂF/2016 - R$ 5.350,00
2|Ângelo Ferreira|Julho de 2016|COMPLEMENTO Nº: 064279-ÂF/2016 - R$ 598,71
3|Ângelo Ferreira|Julho de 2016|COMPLEMENTO Nº: 855877-ÂF/2016 - R$ 9.470,00
1|Ângelo Ferreira|Agosto de 2016|PEDIDO Nº: 745865-ÂF/2016 - R$ 3.150,00
2|Ângelo Ferreira|Agosto de 2016|COMPLEMENTO Nº: 593318-ÂF/2016 - R$ 4.970,00
3|Ângelo Ferreira|Agosto de 2016|COMPLEMENTO Nº: 437274-ÂF/2016 - R$ 7.330,00
1|Ângelo Ferreira|Setembro de 2016|PEDIDO Nº: 585440-ÂF/2016 - R$ 3.150,00
2|Ângelo Ferreira|Setembro de 2016|COMPLEMENTO Nº: 434299-ÂF/2016 - R$ 6.537,20
3|Ângelo Ferreira|Setembro de 2016|COMPLEMENTO Nº: 182842-ÂF/2016 - R$ 5.478,81
1|Ângelo Ferreira|Outubro de 2016|PEDIDO Nº: 014374-ÂF/2016 - R$ 3.150,00
2|Ângelo Ferreira|Outubro de 2016|COMPLEMENTO Nº: 767060-ÂF/2016 - R$ 11.778,81
1|Ângelo Ferreira|Novembro de 2016|PEDIDO Nº: 064669-ÂF/2016 - R$ 15.450,00
1|Ângelo Ferreira|Dezembro de 2016|PEDIDO Nº: 065974-ÂF/2016 - R$ 628,39
2|Ângelo Ferreira|Dezembro de 2016|COMPLEMENTO Nº: 416638-ÂF/2017 - R$ 12.528,81
1|Antônio Moraes|Fevereiro de 2015|PEDIDO Nº: 954283-AM/2015 - R$ 15.440,44
1|Antônio Moraes|Março de 2015|PEDIDO Nº: 731597-AM/2015 - R$ 14.900,73
1|Antônio Moraes|Abril de 2015|PEDIDO Nº: 748653-AM/2015 - R$ 15.450,00
1|Antônio Moraes|Maio de 2015|PEDIDO Nº: 341979-AM/2015 - R$ 15.450,00
1|Antônio Moraes|Junho de 2015|PEDIDO Nº: 758402-AM/2015 - R$ 10.491,27
2|Antônio Moraes|Junho de 2015|COMPLEMENTO Nº: 025243-AM/2015 - R$ 1.250,00
1|Antônio Moraes|Julho de 2015|PEDIDO Nº: 694490-AM/2015 - R$ 14.928,56
2|Antônio Moraes|Julho de 2015|COMPLEMENTO Nº: 728043-AM/2015 - R$ 260,00
1|Antônio Moraes|Agosto de 2015|PEDIDO Nº: 885545-AM/2015 - R$ 15.450,00
1|Antônio Moraes|Setembro de 2015|PEDIDO Nº: 312660-AM/2015 - R$ 13.342,38
2|Antônio Moraes|Setembro de 2015|COMPLEMENTO Nº: 258121-AM/2015 - R$ 2.107,62
1|Antônio Moraes|Outubro de 2015|PEDIDO Nº: 653197-AM/2015 - R$ 13.158,06
2|Antônio Moraes|Outubro de 2015|COMPLEMENTO Nº: 333073-AM/2015 - R$ 2.291,94
1|Antônio Moraes|Novembro de 2015|PEDIDO Nº: 061500-AM/2015 - R$ 15.450,00
1|Antônio Moraes|Dezembro de 2015|PEDIDO Nº: 151494-AM/2015 - R$ 12.209,30
2|Antônio Moraes|Dezembro de 2015|COMPLEMENTO Nº: 673857-AM/2016 - R$ 3.240,70
1|Antônio Moraes|Janeiro de 2016|PEDIDO Nº: 895068-AM/2016 - R$ 13.001,11
2|Antônio Moraes|Janeiro de 2016|COMPLEMENTO Nº: 664300-AM/2016 - R$ 2.377,50
1|Antônio Moraes|Fevereiro de 2016|PEDIDO Nº: 385068-AM/2016 - R$ 15.450,00
1|Antônio Moraes|Março de 2016|PEDIDO Nº: 905158-AM/2016 - R$ 13.393,92
2|Antônio Moraes|Março de 2016|COMPLEMENTO Nº: 930477-AM/2016 - R$ 2.056,08
1|Antônio Moraes|Abril de 2016|PEDIDO Nº: 743997-AM/2016 - R$ 12.682,79
2|Antônio Moraes|Abril de 2016|COMPLEMENTO Nº: 735598-AM/2016 - R$ 2.767,21
1|Antônio Moraes|Maio de 2016|PEDIDO Nº: 252111-AM/2016 - R$ 14.514,68
1|Antônio Moraes|Junho de 2016|PEDIDO Nº: 277638-AM/2016 - R$ 15.450,00
1|Antônio Moraes|Julho de 2016|PEDIDO Nº: 690387-AM/2016 - R$ 12.130,62
2|Antônio Moraes|Julho de 2016|COMPLEMENTO Nº: 591863-AM/2016 - R$ 3.319,38
1|Antônio Moraes|Agosto de 2016|PEDIDO Nº: 195037-AM/2016 - R$ 15.436,09
1|Antônio Moraes|Setembro de 2016|PEDIDO Nº: 053848-AM/2016 - R$ 15.450,00
1|Antônio Moraes|Outubro de 2016|PEDIDO Nº: 641283-AM/2016 - R$ 15.439,72
1|Antônio Moraes|Novembro de 2016|PEDIDO Nº: 982061-AM/2016 - R$ 15.357,05
1|Antônio Moraes|Dezembro de 2016|PEDIDO Nº: 410734-AM/2016 - R$ 6.313,62
2|Antônio Moraes|Dezembro de 2016|COMPLEMENTO Nº: 414289-AM/2017 - R$ 9.136,38
1|Antônio Moraes|Janeiro de 2017|PEDIDO Nº: 312810-AM/2017 - R$ 12.507,45
1|Antônio Moraes|Fevereiro de 2017|PEDIDO Nº: 816293-AM/2017 - R$ 15.450,00
1|Antônio Moraes|Março de 2017|PEDIDO Nº: 321404-AM/2017 - R$ 8.128,39
2|Antônio Moraes|Março de 2017|COMPLEMENTO Nº: 186594-AM/2017 - R$ 5.400,00
1|Antônio Moraes|Abril de 2017|PEDIDO Nº: 746044-AM/2017 - R$ 2.602,97
2|Antônio Moraes|Abril de 2017|COMPLEMENTO Nº: 297361-AM/2017 - R$ 3.757,50
3|Antônio Moraes|Abril de 2017|COMPLEMENTO Nº: 691285-AM/2017 - R$ 7.601,50
1|Antônio Moraes|Maio de 2017|PEDIDO Nº: 161906-AM/2017 - R$ 9.696,43
2|Antônio Moraes|Maio de 2017|COMPLEMENTO Nº: 298310-AM/2017 - R$ 5.407,00
1|Antônio Moraes|Junho de 2017|PEDIDO Nº: 741044-AM/2017 - R$ 10.078,47
2|Antônio Moraes|Junho de 2017|COMPLEMENTO Nº: 738805-AM/2017 - R$ 5.371,53
1|Antônio Moraes|Julho de 2017|PEDIDO Nº: 603403-AM/2017 - R$ 10.043,00
2|Antônio Moraes|Julho de 2017|COMPLEMENTO Nº: 645757-AM/2017 - R$ 5.407,00
1|Antônio Moraes|Agosto de 2017|PEDIDO Nº: 769928-AM/2017 - R$ 8.135,55
2|Antônio Moraes|Agosto de 2017|COMPLEMENTO Nº: 959062-AM/2017 - R$ 6.084,45
1|Antônio Moraes|Setembro de 2017|PEDIDO Nº: 909849-AM/2017 - R$ 6.870,79
2|Antônio Moraes|Setembro de 2017|COMPLEMENTO Nº: 160357-AM/2017 - R$ 5.860,50
1|Antônio Moraes|Outubro de 2017|PEDIDO Nº: 548192-AM/2017 - R$ 4.644,86
2|Antônio Moraes|Outubro de 2017|COMPLEMENTO Nº: 320412-AM/2017 - R$ 10.805,14
1|Antônio Moraes|Novembro de 2017|PEDIDO Nº: 884834-AM/2017 - R$ 10.177,13
2|Antônio Moraes|Novembro de 2017|COMPLEMENTO Nº: 776403-AM/2017 - R$ 5.272,87
1|Antônio Moraes|Dezembro de 2017|PEDIDO Nº: 763971-AM/2017 - R$ 6.686,35
2|Antônio Moraes|Dezembro de 2017|COMPLEMENTO Nº: 700905-AM/2017 - R$ 8.763,65
1|Antônio Moraes|Janeiro de 2018|PEDIDO Nº: 619474-AM/2018 - R$ 10.043,00
2|Antônio Moraes|Janeiro de 2018|COMPLEMENTO Nº: 461201-AM/2018 - R$ 5.407,00
1|Antônio Moraes|Fevereiro de 2018|PEDIDO Nº: 131914-AM/2018 - R$ 8.189,00
2|Antônio Moraes|Fevereiro de 2018|COMPLEMENTO Nº: 459849-AM/2018 - R$ 7.261,00
1|Antônio Moraes|Março de 2018|PEDIDO Nº: 460580-AM/2018 - R$ 13.517,03
2|Antônio Moraes|Março de 2018|COMPLEMENTO Nº: 360470-AM/2018 - R$ 1.932,97
1|Antônio Moraes|Abril de 2018|PEDIDO Nº: 55 - R$ 9.218,35
2|Antônio Moraes|Abril de 2018|COMPLEMENTO Nº: 90 - R$ 2.500,00
1|Antônio Moraes|Maio de 2018|PEDIDO Nº: 138 - R$ 9.689,37
1|Antônio Moraes|Junho de 2018|PEDIDO Nº: 179 - R$ 6.540,30
2|Antônio Moraes|Junho de 2018|COMPLEMENTO Nº: 280 - R$ 5.859,01
3|Antônio Moraes|Junho de 2018|COMPLEMENTO Nº: 307 - R$ 2.500,00
1|Antônio Moraes|Julho de 2018|PEDIDO Nº: 281 - R$ 5.920,07
2|Antônio Moraes|Julho de 2018|COMPLEMENTO Nº: 315 - R$ 2.500,00
1|Antônio Moraes|Agosto de 2018|PEDIDO Nº: 366 - R$ 3.959,19
1|Augusto César|Janeiro de 2015|PEDIDO Nº: 077591-AC/2015 - R$ 10.807,50
2|Augusto César|Janeiro de 2015|COMPLEMENTO Nº: 564673-AC/2015 - R$ 4.642,50
1|Augusto César|Fevereiro de 2015|PEDIDO Nº: 133054-AC/2015 - R$ 600,00
2|Augusto César|Fevereiro de 2015|COMPLEMENTO Nº: 563803-AC/2015 - R$ 12.710,10
3|Augusto César|Fevereiro de 2015|COMPLEMENTO Nº: 709269-AC/2015 - R$ 2.139,90
1|Augusto César|Março de 2015|PEDIDO Nº: 133151-AC/2015 - R$ 5.367,60
2|Augusto César|Março de 2015|COMPLEMENTO Nº: 564268-AC/2015 - R$ 10.022,50
1|Augusto César|Abril de 2015|PEDIDO Nº: 564450-AC/2015 - R$ 10.775,10
2|Augusto César|Abril de 2015|COMPLEMENTO Nº: 186932-AC/2015 - R$ 4.630,00
1|Augusto César|Maio de 2015|PEDIDO Nº: 187049-AC/2015 - R$ 10.775,10
2|Augusto César|Maio de 2015|COMPLEMENTO Nº: 024024-AC/2015 - R$ 719,00
3|Augusto César|Maio de 2015|COMPLEMENTO Nº: 591422-AC/2015 - R$ 3.940,00
1|Augusto César|Junho de 2015|PEDIDO Nº: 416263-AC/2015 - R$ 5.367,60
2|Augusto César|Junho de 2015|COMPLEMENTO Nº: 209333-AC/2015 - R$ 5.407,50
3|Augusto César|Junho de 2015|COMPLEMENTO Nº: 591696-AC/2015 - R$ 4.674,90
1|Augusto César|Julho de 2015|PEDIDO Nº: 209402-AC/2015 - R$ 10.775,10
2|Augusto César|Julho de 2015|COMPLEMENTO Nº: 592180-AC/2015 - R$ 2.720,00
3|Augusto César|Julho de 2015|COMPLEMENTO Nº: 023084-AC/2015 - R$ 1.954,90
1|Augusto César|Agosto de 2015|PEDIDO Nº: 209532-AC/2015 - R$ 5.407,50
2|Augusto César|Agosto de 2015|COMPLEMENTO Nº: 023385-AC/2015 - R$ 1.615,90
3|Augusto César|Agosto de 2015|COMPLEMENTO Nº: 592440-AC/2015 - R$ 8.426,60
1|Augusto César|Setembro de 2015|PEDIDO Nº: 593238-AC/2015 - R$ 5.367,60
2|Augusto César|Setembro de 2015|COMPLEMENTO Nº: 024700-AC/2015 - R$ 10.082,40
1|Augusto César|Outubro de 2015|PEDIDO Nº: 976285-AC/2015 - R$ 10.775,10
2|Augusto César|Outubro de 2015|COMPLEMENTO Nº: 169862-AC/2015 - R$ 4.674,90
1|Augusto César|Novembro de 2015|PEDIDO Nº: 975789-AC/2015 - R$ 5.407,50
2|Augusto César|Novembro de 2015|COMPLEMENTO Nº: 171309-AC/2015 - R$ 10.042,50
1|Augusto César|Dezembro de 2015|PEDIDO Nº: 172114-AC/2015 - R$ 1.792,00
2|Augusto César|Dezembro de 2015|COMPLEMENTO Nº: 596819-AC/2016 - R$ 13.655,10
1|Augusto César|Janeiro de 2016|PEDIDO Nº: 155614-AC/2016 - R$ 10.775,10
2|Augusto César|Janeiro de 2016|COMPLEMENTO Nº: 846491-AC/2016 - R$ 2.317,00
3|Augusto César|Janeiro de 2016|COMPLEMENTO Nº: 082445-AC/2016 - R$ 2.357,90
1|Augusto César|Fevereiro de 2016|PEDIDO Nº: 156213-AC/2016 - R$ 10.775,10
2|Augusto César|Fevereiro de 2016|COMPLEMENTO Nº: 083601-AC/2016 - R$ 4.590,00
1|Augusto César|Março de 2016|PEDIDO Nº: 156929-AC/2016 - R$ 5.407,50
2|Augusto César|Março de 2016|COMPLEMENTO Nº: 083283-AC/2016 - R$ 2.577,10
3|Augusto César|Março de 2016|COMPLEMENTO Nº: 505179-AC/2016 - R$ 5.367,60
4|Augusto César|Março de 2016|COMPLEMENTO Nº: 845751-AC/2016 - R$ 2.097,80
1|Augusto César|Abril de 2016|PEDIDO Nº: 439410-AC/2016 - R$ 10.775,10
2|Augusto César|Abril de 2016|COMPLEMENTO Nº: 083886-AC/2016 - R$ 4.674,90
1|Augusto César|Maio de 2016|PEDIDO Nº: 673909-AC/2016 - R$ 5.367,60
2|Augusto César|Maio de 2016|COMPLEMENTO Nº: 171339-AC/2016 - R$ 5.407,50
3|Augusto César|Maio de 2016|COMPLEMENTO Nº: 084204-AC/2016 - R$ 4.650,00
1|Augusto César|Junho de 2016|PEDIDO Nº: 674064-AC/2016 - R$ 5.367,60
2|Augusto César|Junho de 2016|COMPLEMENTO Nº: 170900-AC/2016 - R$ 5.407,50
3|Augusto César|Junho de 2016|COMPLEMENTO Nº: 084389-AC/2016 - R$ 4.600,00
1|Augusto César|Julho de 2016|PEDIDO Nº: 674230-AC/2016 - R$ 5.407,50
2|Augusto César|Julho de 2016|COMPLEMENTO Nº: 084636-AC/2016 - R$ 4.590,00
3|Augusto César|Julho de 2016|COMPLEMENTO Nº: 832417-AC/2016 - R$ 5.367,60
1|Augusto César|Agosto de 2016|PEDIDO Nº: 169842-AC/2016 - R$ 5.407,50
2|Augusto César|Agosto de 2016|COMPLEMENTO Nº: 832492-AC/2016 - R$ 5.367,60
3|Augusto César|Agosto de 2016|COMPLEMENTO Nº: 451947-AC/2016 - R$ 4.650,00
1|Augusto César|Setembro de 2016|PEDIDO Nº: 861566-AC/2016 - R$ 5.367,60
2|Augusto César|Setembro de 2016|COMPLEMENTO Nº: 453978-AC/2016 - R$ 10.080,09
1|Augusto César|Outubro de 2016|PEDIDO Nº: 861723-AC/2016 - R$ 5.367,60
2|Augusto César|Outubro de 2016|COMPLEMENTO Nº: 452630-AC/2016 - R$ 10.057,50
1|Augusto César|Novembro de 2016|PEDIDO Nº: 085006-AC/2016 - R$ 5.367,60
2|Augusto César|Novembro de 2016|COMPLEMENTO Nº: 512519-AC/2016 - R$ 10.082,40
1|Augusto César|Dezembro de 2016|PEDIDO Nº: 454469-AC/2016 - R$ 2.350,00
2|Augusto César|Dezembro de 2016|COMPLEMENTO Nº: 422694-AC/2017 - R$ 13.100,00
1|Augusto César|Janeiro de 2017|PEDIDO Nº: 332236-AC/2017 - R$ 5.407,50
2|Augusto César|Janeiro de 2017|COMPLEMENTO Nº: 421898-AC/2017 - R$ 3.500,00
