Index Verbas|Parlamentar|Período|Tipo Despesa|Data|CNPJ|Empresa|Valor
14|Adalto Santos|Outubro de 2016|VIII - Peças, Acessórios e Serviços para Veículos - R$ 1.088,76|26/10/2016|03936826000130|PEDRAGON AUTOS LTDA|177,30
1|Adalto Santos|Novembro de 2016|VIII - Peças, Acessórios e Serviços para Veículos - R$ 1.685,00|01/11/2016|24.568.719.0001.91|C. FREIRE COM. E REPRESENTAÇÃO LTDA|1.685,00
2|Adalto Santos|Novembro de 2016|VIII - Peças, Acessórios e Serviços para Veículos - R$ 1.685,00|14/11/2016|00.000.000/0000-00|(Nota cancelada)|0,00
3|Adalto Santos|Novembro de 2016|VIII - Peças, Acessórios e Serviços para Veículos - R$ 1.685,00|14/11/2016|00.000.000/0000-00|(Nota cancelada)|0,00
4|Adalto Santos|Novembro de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 4.380,00|30/11/2016|00.000.000/0000-00|(Nota cancelada)|0,00
5|Adalto Santos|Novembro de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 4.380,00|30/11/2016|00.000.000/0000-00|(Nota cancelada)|0,00
6|Adalto Santos|Novembro de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 4.380,00|30/11/2016|02355633000148|ABS TRANSPORTES E TURISMO LTDA|500,00
7|Adalto Santos|Novembro de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 4.380,00|30/11/2016|018387260001-60|S&B; LOCAÇÕES DE VEÍCULOS LTDA|3.880,00
8|Adalto Santos|Novembro de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.500,00|05/12/2016|24650133000171|ANTONIO SIQUEIRA SOCIEDADE INDIVIDUAL DE ADVOCACIA|2.500,00
9|Adalto Santos|Novembro de 2016|IV - Divulgação de Atividade Parlamentar - R$ 2.462,50|06/12/2016|13118275000176|LUMI COMUNICAÇÃO INTEGRADA LTDA|2.462,50
10|Adalto Santos|Novembro de 2016|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 434,96|30/11/2016|40432544010290|CLARO|434,96
11|Adalto Santos|Novembro de 2016|VIII - Peças, Acessórios e Serviços para Veículos - R$ 1.288,83|14/11/2016|24568719000191|C FREIRE COMERCIO E REPRESENTAÇÃO LTDA - EPP|195,33
12|Adalto Santos|Novembro de 2016|VIII - Peças, Acessórios e Serviços para Veículos - R$ 1.288,83|14/11/2016|24568719000191|C FREIRE COMERCIO E REPRESENTAÇÃO LTDA - EPP|1.093,50
1|Adalto Santos|Dezembro de 2016|VIII - Peças, Acessórios e Serviços para Veículos - R$ 1.808,55|01/12/2016|24568719000191|C FREIRE COMERCIO E REPRESENTAÇÃO LTDA - EPP|1.685,00
2|Adalto Santos|Dezembro de 2016|VIII - Peças, Acessórios e Serviços para Veículos - R$ 1.808,55|07/12/2016|24568719000191|C FREIRE COMERCIO E REPRESENTAÇÃO LTDA|123,55
3|Adalto Santos|Dezembro de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 3.890,00|31/12/2016|02.355.633/0001-48|ABS TRANSPORTES E TURISMO LTDA|1.700,00
4|Adalto Santos|Dezembro de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 3.890,00|31/12/2016|02.355.633/0001-48|ABS TRANSPORTES E TURISMO LTDA|690,00
5|Adalto Santos|Dezembro de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 3.890,00|31/12/2016|02.355.633/0001-48|ABS TRANSPORTE E TURISMO LTDA|1.500,00
6|Adalto Santos|Dezembro de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.500,00|27/12/2016|24.650.133/0001-71|ANTONIO SIQUEIRA SOCIEDADE INDIVIDUAL DE ADVOCACIA|2.500,00
7|Adalto Santos|Dezembro de 2016|IV - Divulgação de Atividade Parlamentar - R$ 2.462,50|31/12/2016|13.118.275/0001-76|LUMI COMUNICAÇÃO INTEGRADA LTDA.|2.462,50
8|Adalto Santos|Dezembro de 2016|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 434,96|22/12/2016|40432544010290|CLARO SA|434,96
9|Adalto Santos|Dezembro de 2016|VIII - Peças, Acessórios e Serviços para Veículos - R$ 0,00|20/12/2016|00.000.000/0000-00|(Nota cancelada)|0,00
10|Adalto Santos|Dezembro de 2016|VIII - Peças, Acessórios e Serviços para Veículos - R$ 0,00|21/12/2016|00.000.000/0000-00|(Nota cancelada)|0,00
11|Adalto Santos|Dezembro de 2016|VIII - Peças, Acessórios e Serviços para Veículos - R$ 0,00|16/12/2016|00.000.000/0000-00|(Nota cancelada)|0,00
12|Adalto Santos|Dezembro de 2016|VIII - Peças, Acessórios e Serviços para Veículos - R$ 0,00|20/12/2016|00.000.000/0000-00|(Nota cancelada)|0,00
1|Adalto Santos|Janeiro de 2017|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.500,00|31/01/2017|24650133/0001-71|antonio siqueira sociedade individual de advocacia|2.500,00
2|Adalto Santos|Janeiro de 2017|IV - Divulgação de Atividade Parlamentar - R$ 2.462,50|30/01/2017|13.118.275/0001-76|LUMI COMUNICAÇÃO INTEGRADA LTDA|2.462,50
3|Adalto Santos|Janeiro de 2017|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 434,96|25/01/2017|40432544010290|CLARO S.A.|434,96
4|Adalto Santos|Janeiro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 2.424,68|10/01/2017|24.568.719/0001-91|C. FREIRE COMERCIO E REPRESENTAÇÃO LTDA|1.896,00
5|Adalto Santos|Janeiro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 2.424,68|10/01/2017|24.568.719/0001-91|C. FREIRE COMERCIO E REPRESENTAÇÃO LTDA|218,68
6|Adalto Santos|Janeiro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 2.424,68|23/01/2017|08.324.904/0001-84|M DE SOUSA SILVA AUTOMOTIVA|170,00
7|Adalto Santos|Janeiro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 2.424,68|24/01/2017|08 958 414 0001 30|ARTHUR SOM EQUIPADORA|140,00
1|Adalto Santos|Fevereiro de 2017|II - Hospedagens, Passagens e Locação de Transportes - R$ 4.850,00|27/02/2017|02.355.633/0001-48|ABS TRANSPORTES E TURISMO LTDA|4.850,00
2|Adalto Santos|Fevereiro de 2017|IV - Divulgação de Atividade Parlamentar - R$ 2.462,50|23/02/2017|13.118.275/0001 76|LUMI COMUNICAÇÃO INTEGRADA LTDA|2.462,50
3|Adalto Santos|Fevereiro de 2017|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 452,99|24/02/2017|40.432.544/0102-90|CLARO|452,99
4|Adalto Santos|Fevereiro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 900,00|08/02/2017|08 324 904 0001 84|M DE SOUSA SILVA AUTOMOTIVA|900,00
5|Adalto Santos|Fevereiro de 2017|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.500,00|10/03/2017|24.650.133/0001-71|ANTONIO SIQUEIRA SOCIEDADE INDIVIDUAL DE ADVOCACIA|2.500,00
1|Adalto Santos|Março de 2017|II - Hospedagens, Passagens e Locação de Transportes - R$ 4.406,00|31/03/2017|02.355.633/0001-48|ABS TRANSPORTE E TURISMO LTDA|4.100,00
2|Adalto Santos|Março de 2017|II - Hospedagens, Passagens e Locação de Transportes - R$ 4.406,00|24/03/2017|02.783.295/0001-45|SALGUEIRO PLAZA HOTEL LTDA|306,00
3|Adalto Santos|Março de 2017|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.500,00|30/03/2017|24.650.133/0001-71|ANTONIO SIQUEIRA SOCIEDADE INDIVIDUAL DE ADVOCACIA|2.500,00
4|Adalto Santos|Março de 2017|IV - Divulgação de Atividade Parlamentar - R$ 2.462,50|28/03/2017|13.118.275/0001-76|LUMI COMUNICAÇÃO INTEGRADA|2.462,50
5|Adalto Santos|Março de 2017|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 464,52|31/03/2017|40.432.544/0102-90|CLARO S.A.|464,52
6|Adalto Santos|Março de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 1.429,28|29/03/2017|24.568.719/0001-91|C FREIRE COM E REPRESENTAÇÃO LTDA|1.310,00
7|Adalto Santos|Março de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 1.429,28|29/03/2017|24.568.719/0001-91|C FREIRE COM E REPRESENTAÇÃO LTDA|119,28
1|Adalto Santos|Abril de 2017|II - Hospedagens, Passagens e Locação de Transportes - R$ 0,00|28/04/2017|00.000.000/0000-00|(Nota cancelada)|0,00
2|Adalto Santos|Abril de 2017|II - Hospedagens, Passagens e Locação de Transportes - R$ 0,00|28/04/2017|00.000.000/0000-00|(Nota cancelada)|0,00
3|Adalto Santos|Abril de 2017|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.500,00|27/04/2017|24.650.133/0001-71|ANTONIO SIQUEIRA SOCIEDADE INDIVIDUAL DE ADVOCACIA|2.500,00
4|Adalto Santos|Abril de 2017|IV - Divulgação de Atividade Parlamentar - R$ 2.462,50|28/04/2017|13.118.275/0001-76|LUMI COMUNICAÇÃO INTEGRADA|2.462,50
5|Adalto Santos|Abril de 2017|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 464,49|27/04/2017|40.432.544/0102-90|CLARO S.A.|464,49
6|Adalto Santos|Abril de 2017|II - Hospedagens, Passagens e Locação de Transportes - R$ 4.100,00|28/04/2017|07237838000142|REAL SERVICI LTDA|2.400,00
7|Adalto Santos|Abril de 2017|II - Hospedagens, Passagens e Locação de Transportes - R$ 4.100,00|28/04/2017|01838726000160|S E B LOCÇÕES DE VEÍCULOS EIRELI|1.700,00
1|Adalto Santos|Maio de 2017|II - Hospedagens, Passagens e Locação de Transportes - R$ 4.200,00|31/05/2017|00.000.000/0000-00|(Nota cancelada)|0,00
2|Adalto Santos|Maio de 2017|II - Hospedagens, Passagens e Locação de Transportes - R$ 4.200,00|31/05/2017|07.237.838/0001-42|REAL SERVICE LTDA|4.200,00
3|Adalto Santos|Maio de 2017|IV - Divulgação de Atividade Parlamentar - R$ 2.462,50|31/05/2017|13.118.275/0001-76|LUMI COMUNICAÇAO INTEGRADA|2.462,50
4|Adalto Santos|Maio de 2017|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 242,64|23/05/2017|40.432.544/0102-90|CLARO SA|242,64
5|Adalto Santos|Maio de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 2.428,76|24/05/2017|01.537.271/0001-43|TOYOLEX VEICULOS SA|400,75
6|Adalto Santos|Maio de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 2.428,76|29/05/2017|07.765.858/0001-96|I M TERCEIRIZAÇOES DE SERVIÇOS AUTOMOTIVOS LTDA ME|149,10
7|Adalto Santos|Maio de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 2.428,76|30/05/2017|24.568.719/0001-91|C FREIRE COMERCIO E REPRESENTAÇÕES LTDA|346,91
8|Adalto Santos|Maio de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 2.428,76|30/05/2017|24.568.719/0001-91|C FREIRE COMERCIO E REPRESENTAÇÕES LTDA|1.532,00
9|Adalto Santos|Maio de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 2.350,00|29/05/2017|00.000.000/0000-00|(Nota cancelada)|0,00
10|Adalto Santos|Maio de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 2.350,00|29/05/2017|00.000.000/0000-00|(Nota cancelada)|0,00
11|Adalto Santos|Maio de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 2.350,00|29/05/2017|00558962000160|CEMAUTO SERVICOS AUTOMOTIVOS LTDA ME|2.350,00
1|Adalto Santos|Junho de 2017|II - Hospedagens, Passagens e Locação de Transportes - R$ 4.200,00|30/06/2017|07.237.838/0001-42|REAL SERVICE LTDA|4.200,00
2|Adalto Santos|Junho de 2017|II - Hospedagens, Passagens e Locação de Transportes - R$ 4.200,00|30/06/2017|00.000.000/0000-00|(Nota cancelada)|0,00
3|Adalto Santos|Junho de 2017|IV - Divulgação de Atividade Parlamentar - R$ 2.500,00|30/06/2017|13.118.275/0001-76|IN PRESS COMUNICAÇÃO LTDA|2.500,00
4|Adalto Santos|Junho de 2017|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 389,05|26/06/2017|40.432.544/0102-90|CLARO|389,05
5|Adalto Santos|Junho de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 4.600,01|03/06/2017|01.537.281/0006-58|TOYOLEX VEÍCULOS LTDA|896,53
6|Adalto Santos|Junho de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 4.600,01|03/06/2017|01.537.281/0006-58|TOYOLEX VEÍCULOS LTDA|732,32
7|Adalto Santos|Junho de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 4.600,01|22/06/2017|11.117.785/0011-75|ALBUQUERQUE PNEUS|1.220,00
8|Adalto Santos|Junho de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 4.600,01|30/06/2017|24.568.719/0001-91|C. FREIRE COMERCIO E REPRESENTAÇÃO LTDA|1.612,00
9|Adalto Santos|Junho de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 4.600,01|30/06/2017|00.000.000/0000-00|(Nota cancelada)|0,00
10|Adalto Santos|Junho de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 4.600,01|30/06/2017|26.242.625/0001-53|UNIVERSO EQUIPADORA LTDA|139,16
11|Adalto Santos|Junho de 2017|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 1.260,94|10/07/2017|24650133000171|ANTONIO SIQUEIRA SOCIEDADE INDIVIDUAL DE ADVOCACIA|1.260,94
12|Adalto Santos|Junho de 2017|IV - Divulgação de Atividade Parlamentar - R$ 0,00|30/06/2017|00.000.000/0000-00|(Nota cancelada)|0,00
1|Adalto Santos|Julho de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 1.751,16|05/07/2017|24.568.719/0001-91|C FREIRE COMERCIO E REPRESENTAÇÃO LTDA|1.612,00
2|Adalto Santos|Julho de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 1.751,16|05/07/2017|24.568.719/0001-91|C FREIRE COMERCIO E REPRESENTAÇÃO LTDA|139,16
3|Adalto Santos|Julho de 2017|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.500,00|31/07/2017|24650133000171|ANTONIO SIQUEIRA SOCIEDADE INDIVIDUAL DE ADVOCACIA|2.500,00
4|Adalto Santos|Julho de 2017|IV - Divulgação de Atividade Parlamentar - R$ 0,00|31/07/2017|00.000.000/0000-00|(Nota cancelada)|0,00
5|Adalto Santos|Julho de 2017|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 389,96|24/07/2017|40.432.544/0102-90|CLARO|389,96
1|Adalto Santos|Agosto de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 1.406,02|18/08/2017|24.568.719/0001-91|C. FREIRE COMERCIO E REPRESENTAÇÃO LTDA - EPP|708,00
2|Adalto Santos|Agosto de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 1.406,02|18/08/2017|24.568.719/0001-91|C. FREIRE COMERCIO E REPRESENTAÇÃO LTDA - EPP|248,50
3|Adalto Santos|Agosto de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 1.406,02|18/08/2017|24.568.719/0001-91|C. FREIRE COMERCIO E REPRESENTAÇÃO LTDA - EPP|370,00
4|Adalto Santos|Agosto de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 1.406,02|18/08/2017|24.568.719/0001-91|C. FREIRE COMERCIO E REPRESENTAÇÃO LTDA - EPP|79,52
5|Adalto Santos|Agosto de 2017|II - Hospedagens, Passagens e Locação de Transportes - R$ 1.440,00|31/10/2017|01838726000160|S&B; LOCAÇÕES DE VEÍCULOS EIRELI|1.440,00
6|Adalto Santos|Agosto de 2017|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 365,26|20/08/2017|00.000.000/0000-00|(Nota cancelada)|0,00
7|Adalto Santos|Agosto de 2017|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 365,26|24/08/2017|40432544010290|CLARO S/A|365,26
8|Adalto Santos|Agosto de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 1.790,38|23/08/2017|10.848.372/0001-26|MEIRA LINS LTDA|1.158,33
9|Adalto Santos|Agosto de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 1.790,38|23/08/2017|10.848.372/0001-26|MEIRA LINS S/A|632,05
10|Adalto Santos|Agosto de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 1.790,38|25/08/2017|00.000.000/0000-00|(Nota cancelada)|0,00
1|Adalto Santos|Setembro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 1.018,52|05/09/2017|24.568.719/0001-91|C FREIRE COMERCIO E REPRESENTAÇÕES LTDA|79,52
2|Adalto Santos|Setembro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 1.018,52|05/09/2017|24.568.719/0001-91|C FREIRE COMERCIO E REPRESENTAÇÕES LTDA|939,00
3|Adalto Santos|Setembro de 2017|II - Hospedagens, Passagens e Locação de Transportes - R$ 3.200,00|30/09/2017|018387260001-60|S & B LOCAÇÕES DE VEICULOS EIRELI|3.200,00
4|Adalto Santos|Setembro de 2017|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 304,98|20/09/2017|40.432.544/0102-90|CLARO S.A.|304,98
5|Adalto Santos|Setembro de 2017|II - Hospedagens, Passagens e Locação de Transportes - R$ 1.200,00|31/10/2017|01838726000160|S&B; LOCAÇÕES DE VEÍCULOS EIRELI|1.200,00
6|Adalto Santos|Setembro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 909,16|11/09/2017|00.000.000/0000-00|(Nota cancelada)|0,00
7|Adalto Santos|Setembro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 909,16|11/09/2017|00.000.000/0000-00|(Nota cancelada)|0,00
8|Adalto Santos|Setembro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 909,16|02/10/2017|41.051.608/0001-22|FIDEL AUTO PEÇAS LTDA|770,00
9|Adalto Santos|Setembro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 909,16|02/10/2017|41.051.608/0001-22|FIDEL AUTO PEÇAS LTDA|139,16
1|Adalto Santos|Outubro de 2017|II - Hospedagens, Passagens e Locação de Transportes - R$ 4.740,00|31/10/2017|01.838.726/0001-60|S&B; LOCAÇÕES DE VEÍCULOS EIRELI|3.200,00
2|Adalto Santos|Outubro de 2017|II - Hospedagens, Passagens e Locação de Transportes - R$ 4.740,00|31/10/2017|00.000.000/0000-00|(Nota cancelada)|0,00
3|Adalto Santos|Outubro de 2017|II - Hospedagens, Passagens e Locação de Transportes - R$ 4.740,00|31/10/2017|21.949.685/0001-97|STILL W.V.C.O. CONSULTORIA E SERVIÇOS EIRELI - EPP.|1.540,00
4|Adalto Santos|Outubro de 2017|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 324,89|20/10/2017|40.432.544/0102-90|CLARO|324,89
5|Adalto Santos|Outubro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.850,56|09/10/2017|00.000.000/0000-00|(Nota cancelada)|0,00
6|Adalto Santos|Outubro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.850,56|09/10/2017|00.000.000/0000-00|(Nota cancelada)|0,00
7|Adalto Santos|Outubro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.850,56|09/10/2017|00.000.000/0000-00|(Nota cancelada)|0,00
8|Adalto Santos|Outubro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.850,56|09/10/2017|00.000.000/0000-00|(Nota cancelada)|0,00
9|Adalto Santos|Outubro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.850,56|09/10/2017|24.568.719/0001-91|C FREIRE COMERCIO E REPRESENTAÇÃO LTDA EPP|501,00
10|Adalto Santos|Outubro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.850,56|09/10/2017|00.000.000/0000-00|(Nota cancelada)|0,00
11|Adalto Santos|Outubro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.850,56|09/10/2017|00.000.000/0000-00|(Nota cancelada)|0,00
12|Adalto Santos|Outubro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.850,56|09/10/2017|00.000.000/0000-00|(Nota cancelada)|0,00
13|Adalto Santos|Outubro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.850,56|30/10/2017|00.000.000/0000-00|(Nota cancelada)|0,00
14|Adalto Santos|Outubro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.850,56|30/10/2017|00.000.000/0000-00|(Nota cancelada)|0,00
15|Adalto Santos|Outubro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.850,56|30/10/2017|00.000.000/0000-00|(Nota cancelada)|0,00
16|Adalto Santos|Outubro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.850,56|30/10/2017|00.000.000/0000-00|(Nota cancelada)|0,00
17|Adalto Santos|Outubro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.850,56|30/10/2017|00.000.000/0000-00|(Nota cancelada)|0,00
18|Adalto Santos|Outubro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.850,56|30/10/2017|00.000.000/0000-00|(Nota cancelada)|0,00
19|Adalto Santos|Outubro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.850,56|30/10/2017|00.000.000/0000-00|(Nota cancelada)|0,00
20|Adalto Santos|Outubro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.850,56|30/10/2017|00.000.000/0000-00|(Nota cancelada)|0,00
21|Adalto Santos|Outubro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.850,56|30/10|00.000.000/0000-00|(Nota cancelada)|0,00
22|Adalto Santos|Outubro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.850,56||00.000.000/0000-00|(Nota cancelada)|0,00
23|Adalto Santos|Outubro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.850,56||00.000.000/0000-00|(Nota cancelada)|0,00
24|Adalto Santos|Outubro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.850,56||00.000.000/0000-00|(Nota cancelada)|0,00
25|Adalto Santos|Outubro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.850,56||15.237.955/0001-34|QT ACESSÓRIOS LTDA|560,00
26|Adalto Santos|Outubro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.850,56||00.000.000/0000-00|(Nota cancelada)|0,00
27|Adalto Santos|Outubro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.850,56||24.568.719/0001-91|C FREIRE COMERCIO E REPRESENTAÇÃO LTDA EPP|188,56
28|Adalto Santos|Outubro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.850,56||00.000.000/0000-00|(Nota cancelada)|0,00
29|Adalto Santos|Outubro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.850,56||00.000.000/0000-00|(Nota cancelada)|0,00
30|Adalto Santos|Outubro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.850,56||24.568.719/0001-91|C FREIRE COMERCIO E REPRESENTAÇÃO LTDA EPP|2.601,00
